,Name,Team,GP,G,A,PTS,PTS/GM,PIMS,PLUS/MINUS
279,Jérémy Côté (LW),Victoriaville Tigres,52,2,9,11,0.21,11,-3
280,Andrew Smith (D),Victoriaville Tigres,62,2,9,11,0.18,71,-1
,,,,,,,,,
281,Bailey Webster (D),Saint John Sea Dogs,67,1,10,11,0.16,42,-27
282,Matt Green (LW),Saint John Sea Dogs,34,5,5,10,0.29,20,-13
283,Charles-Antoine Giguère (LW),Blainville-Boisbriand Armada,53,5,5,10,0.19,15,-7
284,Frédérik Théoret (LW),Shawinigan Cataractes,49,4,6,10,0.2,50,-10
285,Taylor Egan (D),Charlottetown Islanders,50,4,6,10,0.2,22,-8
286,Jaxon Bellamy (D),totals,52,4,6,10,0.19,36,-11
,,Moncton Wildcats,24,2,1,3,0.13,14,-6
,,Sherbrooke Phoenix,28,2,5,7,0.25,22,-5
287,Joakim Paradis (D),totals,43,3,7,10,0.23,52,-3
,,Chicoutimi Saguenéens,20,1,2,3,0.15,21,-2
,,Baie-Comeau Drakkar,23,2,5,7,0.3,31,-1
288,Antoine Crête-Belzile (D),Blainville-Boisbriand Armada,51,3,7,10,0.2,20,24
289,Simon Dubois-Tiberghen (D),Shawinigan Cataractes,51,3,7,10,0.2,20,3
290,Sacha Roy (D),Cape Breton Screaming Eagles,55,3,7,10,0.18,123,-8
,,,,,,,,,
291,Ian Smallwood (D),Cape Breton Screaming Eagles,36,2,8,10,0.28,19,5
292,Jordan Lepage (D),totals,47,2,8,10,0.21,77,15
,,Halifax Mooseheads,20,0,3,3,0.15,41,7
,,Rimouski Océanic,27,2,5,7,0.26,36,8
293,Parker Bowman (C),Rimouski Océanic,58,2,8,10,0.17,110,-1
294,Andrew Picco (D),Québec Remparts,56,1,9,10,0.18,67,6
295,Daven Castonguay (D),Drummondville Voltigeurs,57,1,9,10,0.18,64,22
296,Alexandre De Gagné (D),Shawinigan Cataractes,50,0,10,10,0.2,32,-9
297,Olivier Desroches (D),totals,55,0,10,10,0.18,14,-9
,,Acadie-Bathurst Titan,28,0,5,5,0.18,4,6
,,Shawinigan Cataractes,27,0,5,5,0.19,10,-15
298,Alexis Sansfaçon (D),totals,60,0,10,10,0.17,46,2
,,Cape Breton Screaming Eagles,35,0,6,6,0.17,28,-11
,,Blainville-Boisbriand Armada,25,0,4,4,0.16,18,13
299,Brett Crossley (C),Halifax Mooseheads,66,5,4,9,0.14,27,1
300,Ludovic Soucy (C),Rimouski Océanic,40,4,5,9,0.23,10,0
301,Jérémy Laframboise (C),Québec Remparts,65,4,5,9,0.14,4,0
302,Mathieu Boissonneault (C),Blainville-Boisbriand Armada,56,3,6,9,0.16,28,1
303,Vincent Lampron (D),totals,57,3,6,9,0.16,32,-9
,,Sherbrooke Phoenix,39,2,3,5,0.13,20,-5
,,Gatineau Olympiques,18,1,3,4,0.22,12,-4
304,Thomas Pelletier (D),Drummondville Voltigeurs,42,2,7,9,0.21,8,15
305,Daniil Kuzmin (C/D),Moncton Wildcats,48,2,7,9,0.19,27,-8
306,Nicolas Roy (C),Sherbrooke Phoenix,58,2,7,9,0.16,8,4
307,Félix-Antoine Drolet (D),Acadie-Bathurst Titan,58,2,7,9,0.16,18,1
308,Gregory Kreutzer (D),Drummondville Voltigeurs,53,1,8,9,0.17,14,12
309,Tyler Higgins (D),totals,51,0,9,9,0.18,82,2
,,Val-d'Or Foreurs,21,0,6,6,0.29,38,2
,,Rimouski Océanic,3,0,0,0,0,4,4
,,Gatineau Olympiques,27,0,3,3,0.11,40,-4
310,Renat Dadadzhanov (D),Shawinigan Cataractes,55,0,9,9,0.16,37,-21
,,,,,,,,,
311,Guillaume Desmarais (LW),Drummondville Voltigeurs,28,5,3,8,0.29,15,7
312,Luke Wilson (C),Saint John Sea Dogs,38,5,3,8,0.21,8,-6
313,Jason Imbeault (RW),Rimouski Océanic,21,4,4,8,0.38,6,4
314,Aiden MacIntosh (C),Saint John Sea Dogs,29,4,4,8,0.28,2,-2
315,Samuel Dickner (LW),Baie-Comeau Drakkar,54,4,4,8,0.15,8,-5
316,Marc-André LeCouffe (C),Acadie-Bathurst Titan,40,3,5,8,0.2,10,0
317,Elijah Francis (D),Acadie-Bathurst Titan,54,1,7,8,0.15,43,4
318,Cayse Ton (C),Charlottetown Islanders,60,5,2,7,0.12,59,-8
319,Jérémy Martin (LW),Shawinigan Cataractes,34,4,3,7,0.21,19,-18
320,Jean-Simon Bélanger (RW),Baie-Comeau Drakkar,27,3,4,7,0.26,10,0
,,,,,,,,,
321,Gabriel Villeneuve (D),totals,42,3,4,7,0.17,52,-8
,,Québec Remparts,20,0,1,1,0.05,24,-3
,,Chicoutimi Saguenéens,22,3,3,6,0.27,28,-5
322,Bailey Peach (C/RW),Sherbrooke Phoenix,49,3,4,7,0.14,8,-9
323,Louis-Philippe Denis (LW),Rimouski Océanic,50,2,5,7,0.14,27,-4
324,Derek Dicaire (LW),Baie-Comeau Drakkar,24,1,6,7,0.29,0,-6
325,Stephen Templeton (D),Chicoutimi Saguenéens,29,1,6,7,0.24,31,-9
326,Hugo Savinsky (D),Baie-Comeau Drakkar,44,1,6,7,0.16,43,5
327,Brendon Clavelle (D),Charlottetown Islanders,56,0,7,7,0.13,22,0
328,Kyle McGrath (RW),Cape Breton Screaming Eagles,33,4,2,6,0.18,4,-10
329,Max-Antoine Melançon (LW),Shawinigan Cataractes,22,3,3,6,0.27,6,-6
330,Tommy Cardinal (RW),totals,63,3,3,6,0.1,87,-45
,,Shawinigan Cataractes,29,1,2,3,0.1,40,-10
,,Val-d'Or Foreurs,34,2,1,3,0.09,47,-35
,,,,,,,,,
331,Nick Deakin-Poot (RW),Saint John Sea Dogs,18,2,4,6,0.33,6,-4
332,Alexis Gaboury-Potvin (RW/C),Chicoutimi Saguenéens,28,2,4,6,0.21,10,-3
333,Frédéric Abraham (RW),Val-d'Or Foreurs,31,2,4,6,0.19,19,-6
334,William Basque (C),Gatineau Olympiques,33,2,4,6,0.18,6,-6
335,Kyle Petten (LW),Halifax Mooseheads,44,2,4,6,0.14,6,4
336,Jack Tucker (D),Moncton Wildcats,53,2,4,6,0.11,8,-10
337,Benjamin Dion (LW),Val-d'Or Foreurs,59,2,4,6,0.1,15,-24
338,Mathieu Boulianne (LW),totals,24,1,5,6,0.25,0,-5
,,Shawinigan Cataractes,22,1,4,5,0.23,0,-6
,,Moncton Wildcats,2,0,1,1,0.5,0,1
339,Nathaniel Doyon (RW),Charlottetown Islanders,50,1,5,6,0.12,15,-13
340,Connor Senken (D),Sherbrooke Phoenix,51,1,5,6,0.12,24,-13
,,,,,,,,,
341,Noah Massie (D),Charlottetown Islanders,44,0,6,6,0.14,31,1
342,Xavier Pouliot (D),Chicoutimi Saguenéens,52,0,6,6,0.12,50,-13
343,Nicolas Desgroseilliers (C),Drummondville Voltigeurs,22,4,1,5,0.23,4,-2
344,Sam Leblanc (F),totals,41,3,2,5,0.12,12,-11
,,Saint John Sea Dogs,19,2,0,2,0.11,4,-12
,,Blainville-Boisbriand Armada,22,1,2,3,0.14,8,1
345,Kevin Mason (C),Saint John Sea Dogs,25,2,3,5,0.2,6,-3
346,Landon Quinney (C),Saint John Sea Dogs,27,2,3,5,0.19,26,-8
347,Calvin Martin (C),Val-d'Or Foreurs,28,2,3,5,0.18,8,-27
348,Marco Cavalleri (LW),Victoriaville Tigres,37,2,3,5,0.14,10,-8
349,Tomas Dajcar (D),Québec Remparts,42,2,3,5,0.12,20,1
350,Kyle Havlena (D),totals,44,2,3,5,0.11,37,-4
,,Blainville-Boisbriand Armada,19,2,0,2,0.11,14,-3
,,Cape Breton Screaming Eagles,25,0,3,3,0.12,23,-1
,,,,,,,,,
351,Marcel Berube (C),Charlottetown Islanders,31,1,4,5,0.16,28,-2
352,Brendan O'Reilly (D),Saint John Sea Dogs,31,1,4,5,0.16,40,-29
353,Liam Peyton (LW),Charlottetown Islanders,38,1,4,5,0.13,17,-3
354,Christopher Inniss (D),Rimouski Océanic,52,1,4,5,0.1,34,12
355,Ryan MacLellan (D),Cape Breton Screaming Eagles,31,0,5,5,0.16,21,-9
356,Mathieu Samson (RW),Shawinigan Cataractes,36,0,5,5,0.14,6,-13
357,Ryan Barbosa (D),Halifax Mooseheads,38,0,5,5,0.13,10,-3
358,Anthony Allepot (D),Val-d'Or Foreurs,58,0,5,5,0.09,32,-25
359,Samuel Guilbault (LW),Shawinigan Cataractes,12,3,1,4,0.33,4,-2
360,Casey Fox (F),Moncton Wildcats,27,3,1,4,0.15,8,-4
,,,,,,,,,
361,Pierrick Dubé (RW),Québec Remparts,39,3,1,4,0.1,2,-3
362,Noah Corson (C/LW),Baie-Comeau Drakkar,10,2,2,4,0.4,12,-3
363,Félix Meunier (C),Acadie-Bathurst Titan,13,2,2,4,0.31,12,-5
364,Carl-Olivier Dignard (LW),Drummondville Voltigeurs,28,2,2,4,0.14,15,3
365,Quinn Hanna (D),totals,32,2,2,4,0.13,14,11
,,Blainville-Boisbriand Armada,7,1,0,1,0.14,2,4
,,Sherbrooke Phoenix,25,1,2,3,0.12,12,7
366,Yohan Plamondon (LW),Saint John Sea Dogs,20,1,3,4,0.2,2,-5
367,Brendan Sibley (D),Saint John Sea Dogs,30,1,3,4,0.13,18,-10
368,Nathan Ouellet (RW),Rimouski Océanic,41,1,3,4,0.1,12,-1
369,Anthony D'Amours (D),Rimouski Océanic,53,1,3,4,0.08,23,6
370,Cooper Jones (D),Halifax Mooseheads,53,1,3,4,0.08,27,-2
,,,,,,,,,
371,Jacob Arsenault (D),Moncton Wildcats,60,1,3,4,0.07,85,-13
372,Louis Tardif (D),Baie-Comeau Drakkar,68,1,3,4,0.06,18,-2
373,Roddie Sandilands (D),Shawinigan Cataractes,25,0,4,4,0.16,8,-22
374,Benjamin Thibeault (D),Victoriaville Tigres,25,0,4,4,0.16,10,3
375,Zachary Lauzon (D),Rouyn-Noranda Huskies,25,0,4,4,0.16,45,7
376,Félix Paré (RW),Victoriaville Tigres,51,0,4,4,0.08,44,-8
377,Tyler Smith (D),Saint John Sea Dogs,55,0,4,4,0.07,18,-24
378,Mathieu Charlebois (D),totals,61,0,4,4,0.07,91,8
,,Gatineau Olympiques,31,0,1,1,0.03,49,-1
,,Victoriaville Tigres,30,0,3,3,0.1,42,9
379,Nathan Cyr-Trottier (C),Val-d'Or Foreurs,64,0,4,4,0.06,25,-13
380,Olivier Plourde (C),Gatineau Olympiques,8,2,1,3,0.38,22,0
,,,,,,,,,
381,Justin Lazure (LW),totals,46,2,1,3,0.07,13,-17
,,Cape Breton Screaming Eagles,27,2,1,3,0.11,11,-6
,,Moncton Wildcats,19,0,0,0,0,2,-11
382,Mathieu Blanchard (C),Acadie-Bathurst Titan,5,1,2,3,0.6,2,3
383,Nathaël Roy (RW),Sherbrooke Phoenix,8,1,2,3,0.38,2,-1
384,Alex Lafrenière (LW),Saint John Sea Dogs,14,1,2,3,0.21,11,-3
385,Austin Eastman (LW),Québec Remparts,18,1,2,3,0.17,2,0
386,Riley MacRae (LW),Moncton Wildcats,22,1,2,3,0.14,20,-4
387,Barrett Dachyshyn (C),Halifax Mooseheads,52,1,2,3,0.06,22,-4
388,Brandon Frattaroli (RW),Gatineau Olympiques,6,0,3,3,0.5,0,0
389,Charles Tremblay (RW),Chicoutimi Saguenéens,24,0,3,3,0.13,13,-4
390,Braeden Virtue (D),Québec Remparts,27,0,3,3,0.11,22,-5
,,,,,,,,,
391,Simon Monette (D),Chicoutimi Saguenéens,52,0,3,3,0.06,16,-21
392,Kyle Ward (LW),Rouyn-Noranda Huskies,8,2,0,2,0.25,12,-1
393,Gabriel Vanier (RW),Blainville-Boisbriand Armada,4,1,1,2,0.5,0,2
394,Anthony Morin (C),Blainville-Boisbriand Armada,4,1,1,2,0.5,2,0
395,Kyle Auger (D),Moncton Wildcats,13,1,1,2,0.15,12,-5
396,Marc-Antoine Gagné (F),Chicoutimi Saguenéens,15,1,1,2,0.13,7,-1
397,Zac Gladu (RW),Val-d'Or Foreurs,17,1,1,2,0.12,18,-2
398,Philippe Fortin (D),Val-d'Or Foreurs,24,1,1,2,0.08,10,-5
399,Zacharie Ouellet (D),Rouyn-Noranda Huskies,31,1,1,2,0.06,32,0
400,Loïc Jarry (D),Val-d'Or Foreurs,41,1,1,2,0.05,14,-10
