,Name,Team,GP,G,A,PTS,PTS/GM,PIMS,PLUS/MINUS
281,Cole Mackay (RW),Soo Greyhounds,42,5,9,14,0.33,10,4
282,Stéphane Patry (C/LW),Erie Otters,50,5,9,14,0.28,6,0
283,Nicholas Porco (LW),Saginaw Spirit,57,5,9,14,0.25,23,-24
284,Nico Gross (D),Oshawa Generals,58,4,10,14,0.24,46,-9
285,Jacob Golden (D),London Knights,63,2,12,14,0.22,4,-3
286,Jack Hanley (D),Hamilton Bulldogs,63,2,12,14,0.22,6,7
287,Alex Black (D),Peterborough Petes,65,2,12,14,0.22,35,-14
288,Hudson Wilson (D),Ottawa 67's,66,2,12,14,0.21,46,10
289,Mason Primeau (C),Guelph Storm,60,7,6,13,0.22,30,-10
290,Owen Gilhula (C),Sudbury Wolves,52,6,7,13,0.25,35,-37
,,,,,,,,,
291,Dawson Baker (RW),Sudbury Wolves,61,6,7,13,0.21,54,-12
292,Richard Whittaker (F),London Knights,54,5,8,13,0.24,43,-6
293,Emmett Sproule (C),Erie Otters,56,5,8,13,0.23,4,-15
294,Kyle Heitzner (C),Barrie Colts,58,5,8,13,0.22,42,-5
295,Lev Starikov (D),Windsor Spitfires,66,5,8,13,0.2,29,14
296,Connor Walters (D),Hamilton Bulldogs,56,3,10,13,0.23,22,3
297,Shane Collins (D),London Knights,58,3,10,13,0.22,16,12
298,Ryan Martin (D),Erie Otters,53,2,11,13,0.25,14,12
299,Luke Bignell (C),Barrie Colts,56,7,5,12,0.21,40,-1
300,Quinn Yule (LW),Ottawa 67's,60,6,6,12,0.2,43,-8
301,Jonathan Yantsis (F),Kitchener Rangers,59,5,7,12,0.2,17,4
302,Billy Constantinou (D),Niagara IceDogs,45,3,9,12,0.27,18,-5
303,Alex Turko (C),London Knights,54,3,9,12,0.22,39,9
304,Nathan Staios (D),Windsor Spitfires,54,3,9,12,0.22,44,4
305,Kyle Langdon (C),Niagara IceDogs,56,3,9,12,0.21,74,-9
306,Zack Malik (D),Sudbury Wolves,32,0,12,12,0.38,9,-10
307,Joseph Mack (F),Erie Otters,51,6,5,11,0.22,17,-7
308,Nikita Okhotyuk (D),Ottawa 67's,53,5,6,11,0.21,71,12
309,Kyle Harris (C),Flint Firebirds,60,5,6,11,0.18,12,-28
310,Alex Di Carlo (D),Oshawa Generals,45,4,7,11,0.24,19,3
,,,,,,,,,
311,Andrew Bruder (C),Niagara IceDogs,52,4,7,11,0.21,12,-2
312,Tag Bertuzzi (C),Guelph Storm,41,3,8,11,0.27,24,-16
313,Cole Fraser (D),Peterborough Petes,50,3,8,11,0.22,70,-8
314,Jack Phibbs (C),Flint Firebirds,55,3,8,11,0.2,8,-20
315,Aidan Prueter (C),Saginaw Spirit,63,3,8,11,0.17,17,-14
316,Ryan Littlejohn (LW),Flint Firebirds,65,3,8,11,0.17,44,-34
317,Daniil Vertiy (LW),totals,31,2,9,11,0.35,12,-1
,,North Bay Battalion,5,1,1,2,0.4,2,1
,,Saginaw Spirit,17,1,7,8,0.47,8,-1
,,Owen Sound Attack,9,0,1,1,0.11,2,-1
318,Kyle Gentles (D),Kitchener Rangers,60,2,9,11,0.18,32,-5
319,Christopher Cameron (D),Barrie Colts,63,2,9,11,0.17,57,20
320,William Ennis (D),Oshawa Generals,66,1,10,11,0.17,19,1
,,,,,,,,,
321,Cole Cameron (D),Owen Sound Attack,66,1,10,11,0.17,28,7
322,Connor Hall (D),Kitchener Rangers,47,0,11,11,0.23,77,18
323,Jacob LeGuerrier (D),Soo Greyhounds,62,0,11,11,0.18,43,21
324,Kelton Hatcher (D),Sarnia Sting,62,0,11,11,0.18,44,-4
325,Daniel Walker (C),North Bay Battalion,35,7,3,10,0.29,64,-8
326,Jackson Doherty (F),Owen Sound Attack,53,7,3,10,0.19,20,0
327,Eric Guest (C),Kitchener Rangers,43,6,4,10,0.23,22,-1
328,Keegan Stevenson (C),Guelph Storm,61,5,5,10,0.16,2,4
329,Curtis Egert (LW),Sarnia Sting,35,4,6,10,0.29,20,-1
330,Drew Hunter (C/D),Niagara IceDogs,51,4,6,10,0.2,10,1
,,,,,,,,,
331,Duncan Penman (D),Saginaw Spirit,55,4,6,10,0.18,16,-6
332,Cedric Schiemenz (C),Windsor Spitfires,25,1,9,10,0.4,8,-2
333,Jonathon Schaefer (D),Niagara IceDogs,53,1,9,10,0.19,37,2
334,Jack Duff (D),Erie Otters,63,1,9,10,0.16,44,-11
335,Mark Shoemaker (D),Guelph Storm,66,1,9,10,0.15,37,0
336,Stephen Gibson (D),Mississauga Steelheads,68,1,9,10,0.15,18,7
337,Conor Ali (D),totals,65,0,10,10,0.15,16,6
,,Sudbury Wolves,5,0,0,0,0,0,-4
,,Kingston Frontenacs,60,0,10,10,0.17,16,10
338,Brayden Guy (RW/LW),Sarnia Sting,42,8,1,9,0.21,9,-1
339,Will Lochead (D),Niagara IceDogs,55,5,4,9,0.16,92,13
340,Brett Jacklin (RW),Soo Greyhounds,49,4,5,9,0.18,14,9
,,,,,,,,,
341,Liam Ross (D),Sudbury Wolves,60,4,5,9,0.15,36,-16
342,Andrew Perrott (D),London Knights,62,4,5,9,0.15,47,-3
343,Jack York (D),Kitchener Rangers,57,3,6,9,0.16,10,9
344,Emmett Serensits (D),Sudbury Wolves,61,2,7,9,0.15,43,-15
345,Mark Woolley (D),Guelph Storm,66,2,7,9,0.14,15,-13
346,Braden Henderson (D),totals,46,0,9,9,0.2,10,10
,,Sarnia Sting,19,0,5,5,0.26,6,4
,,North Bay Battalion,27,0,4,4,0.15,4,6
347,Paul Larabie (C),Kingston Frontenacs,51,0,9,9,0.18,29,0
348,Carson Edwardson (C),Erie Otters,24,5,3,8,0.33,31,-9
349,Adrian Carbonara (RW),totals,43,4,4,8,0.19,80,-18
,,London Knights,11,3,2,5,0.45,28,-7
,,Niagara IceDogs,32,1,2,3,0.09,52,-11
350,Jacob Collins (D/LW),Flint Firebirds,61,4,4,8,0.13,17,-29
,,,,,,,,,
351,Zachary Roberts (LW),Owen Sound Attack,23,3,5,8,0.35,19,4
352,Thomas Stevenson (D),Windsor Spitfires,67,3,5,8,0.12,22,-12
353,Mitchell Brewer (D),Oshawa Generals,60,2,6,8,0.13,17,14
354,Colton Kamerrer (D),Sarnia Sting,39,1,7,8,0.21,6,8
355,Ben Garagan (C),Hamilton Bulldogs,50,1,7,8,0.16,23,-1
356,Liam Murray (D),Kingston Frontenacs,63,1,7,8,0.13,59,-5
357,Gleb Babintsev (D),Peterborough Petes,64,1,7,8,0.13,16,-14
358,Hakon Nilsen (D),Flint Firebirds,61,0,8,8,0.13,24,-21
359,Kirill Kozhevnikov (LW/RW),Windsor Spitfires,33,4,3,7,0.21,12,-1
360,Nick Isaacson (LW/C),Peterborough Petes,29,3,4,7,0.24,9,-3
,,,,,,,,,
361,Harrison Cottam (RW),London Knights,42,3,4,7,0.17,6,-4
362,Zachary Jackson (RW/C),Hamilton Bulldogs,42,3,4,7,0.17,16,2
363,Mitchell Russell (RW/C),Owen Sound Attack,59,3,4,7,0.12,16,-3
364,Rhys Forhan (RW),North Bay Battalion,38,1,6,7,0.18,33,0
365,Igor Chibrikov (D),Owen Sound Attack,41,1,6,7,0.17,8,4
366,Kurtis Henry (F),Erie Otters,44,1,6,7,0.16,69,-14
367,Adam Varga (F),Mississauga Steelheads,46,1,6,7,0.15,2,-10
368,Luke Beamish (D),totals,39,0,7,7,0.18,2,-13
,,Owen Sound Attack,23,0,3,3,0.13,2,-4
,,Erie Otters,16,0,4,4,0.25,0,-9
369,Benjamin Badalamenti (RW),Saginaw Spirit,34,4,2,6,0.18,6,-5
370,Bryan Laureigh (LW),Kingston Frontenacs,57,3,3,6,0.11,13,-9
,,,,,,,,,
371,Adrien Beraldo (D),Peterborough Petes,51,2,4,6,0.12,23,-9
372,Patrick Brown (RW),North Bay Battalion,53,2,4,6,0.11,8,-13
373,Owen Burnell (C),Hamilton Bulldogs,29,1,5,6,0.21,2,6
374,Marino Moro (F),Owen Sound Attack,37,1,5,6,0.16,10,-2
375,Mitchell Byrne (D),totals,48,1,5,6,0.13,22,-25
,,Erie Otters,21,0,2,2,0.1,10,-15
,,Kingston Frontenacs,27,1,3,4,0.15,12,-10
376,Ian Blacker (D),Oshawa Generals,48,1,5,6,0.13,39,1
377,Matt McNamara (D),Peterborough Petes,49,1,5,6,0.12,23,-16
378,Grayson Ladd (D),totals,52,0,6,6,0.12,4,10
,,Kitchener Rangers,22,0,1,1,0.05,2,8
,,Windsor Spitfires,30,0,5,5,0.17,2,2
379,Sam Field (RW),Kingston Frontenacs,14,5,0,5,0.36,11,3
380,Dalton Duhart (C),London Knights,36,3,2,5,0.14,6,-2
,,,,,,,,,
381,John Parker-Jones (D/RW),Peterborough Petes,41,2,3,5,0.12,24,-4
382,Michael Vukojevic (D),Kitchener Rangers,24,1,4,5,0.21,20,1
383,Aidan Timmermans (D),Erie Otters,38,1,4,5,0.13,12,-10
384,Brock Hill (D),Saginaw Spirit,22,0,5,5,0.23,23,-4
385,Ian McKinnon (C),totals,45,0,5,5,0.11,60,-10
,,London Knights,4,0,0,0,0,6,-2
,,Mississauga Steelheads,41,0,5,5,0.12,54,-8
386,Riley Coome (D),London Knights,61,0,5,5,0.08,18,-1
387,Justin Pringle (C),Kingston Frontenacs,25,3,1,4,0.16,6,3
388,Cameron Gaylor (LW),Mississauga Steelheads,42,3,1,4,0.1,6,-10
389,Ian Martin (RW),Niagara IceDogs,24,2,2,4,0.17,14,-2
390,Matyas Svoboda (LW),Peterborough Petes,34,2,2,4,0.12,6,-6
,,,,,,,,,
391,Mike Petizian (LW),Kitchener Rangers,40,2,2,4,0.1,16,-1
392,Tim Fallowfield (D),London Knights,43,2,2,4,0.09,14,-6
393,Joshua Dame (C),Niagara IceDogs,13,1,3,4,0.31,6,0
394,Ondrej Machala (F),Niagara IceDogs,17,1,3,4,0.24,2,-11
395,Marko Jakovljevic (D),Sarnia Sting,27,1,3,4,0.15,22,13
396,Holden Wale (D),Soo Greyhounds,37,1,3,4,0.11,6,13
397,Marcus Gretz (D),Flint Firebirds,45,1,3,4,0.09,28,-19
398,Reilly Webb (D),totals,66,1,3,4,0.06,45,-12
,,Hamilton Bulldogs,36,1,0,1,0.03,31,-2
,,Saginaw Spirit,30,0,3,3,0.1,14,-10
399,Ryan Wells (D),Mississauga Steelheads,23,0,4,4,0.17,8,-1
400,Sean Allen (D),Oshawa Generals,52,0,4,4,0.08,99,10
