,Name,Team,GP,G,A,PTS,PTS/GM,PIMS,PLUS/MINUS
278,Jordan Topping (LW),Tri-City Americans,56,10,8,18,0.32,37,-3
279,Tomas Soustal (C),Kelowna Rockets,65,8,10,18,0.28,49,4
280,Brady Gaudet (D),Kamloops Blazers,51,4,14,18,0.35,51,10
,,,,,,,,,
281,Tomas Andrlik (D),totals,62,4,14,18,0.29,71,-5
,,Prince Albert Raiders,38,2,5,7,0.18,53,-13
,,Prince George Cougars,24,2,9,11,0.46,18,8
282,Tyler Brown (D),Moose Jaw Warriors,49,3,15,18,0.37,29,-20
283,Connor Hobbs (D),totals,45,2,16,18,0.4,36,6
,,Medicine Hat Tigers,12,1,1,2,0.17,15,1
,,Regina Pats,33,1,15,16,0.48,21,5
284,Tanner Kaspick (C),Brandon Wheat Kings,53,1,17,18,0.34,15,6
285,Kayle Doetzel (D),Red Deer Rebels,72,1,17,18,0.25,65,10
286,Andreas Schumacher (C/LW),Swift Current Broncos,65,8,9,17,0.26,16,-1
287,Meyer Nell (LW),Red Deer Rebels,72,8,9,17,0.24,22,-29
288,Mason McCarty (RW),totals,42,7,10,17,0.4,23,-11
,,Red Deer Rebels,9,0,2,2,0.22,7,-2
,,Saskatoon Blades,33,7,8,15,0.45,16,-9
289,Ryan Chynoweth (LW),Kootenay Ice,71,5,12,17,0.24,39,-13
290,Chase Harrison (D),Regina Pats,59,3,14,17,0.29,27,-17
,,,,,,,,,
291,Tyson Helgesen (D),Spokane Chiefs,56,1,16,17,0.3,39,7
292,Alex Mowbray (RW),Medicine Hat Tigers,72,8,8,16,0.22,28,-7
293,Jakob Stukel (LW),Vancouver Giants,49,5,11,16,0.33,10,-6
294,Blake Penner (LW/C),Medicine Hat Tigers,65,5,11,16,0.25,31,-11
295,Jaeger White (C),Lethbridge Hurricanes,40,4,12,16,0.4,10,-7
296,Skyler McKenzie (LW),Portland Winterhawks,65,4,12,16,0.25,48,0
297,Ty Schultz (D),Medicine Hat Tigers,71,2,14,16,0.23,20,5
298,Cal Babych (RW),totals,52,7,8,15,0.29,16,-1
,,Calgary Hitmen,1,0,3,3,3,0,3
,,Prince George Cougars,51,7,5,12,0.24,16,-4
299,Matt Fonteyne (LW),Everett Silvertips,69,7,8,15,0.22,10,-5
300,Zac Mackay (C),Swift Current Broncos,71,6,9,15,0.21,78,-24
301,Colton Bobyk (D),totals,30,5,10,15,0.5,55,4
,,Spokane Chiefs,8,1,3,4,0.5,17,5
,,Red Deer Rebels,22,4,7,11,0.5,38,-1
302,Jesse Zaharichuk (RW),Kamloops Blazers,48,3,12,15,0.31,4,0
303,Joe Gatenby (D),Kelowna Rockets,65,2,13,15,0.23,49,26
304,Tanner Lishchynsky (D),Kootenay Ice,35,1,14,15,0.43,34,14
305,Dillon Heatherington (D),Swift Current Broncos,48,1,14,15,0.31,48,-16
306,Taylor Crunk (LW),Victoria Royals,71,10,4,14,0.2,103,-7
307,Jared Hauf (D),Seattle Thunderbirds,68,4,10,14,0.21,105,-4
308,Josh Thrower (D),totals,70,3,11,14,0.2,85,-18
,,Tri-City Americans,23,0,3,3,0.13,22,0
,,Vancouver Giants,47,3,8,11,0.23,63,-18
309,Nick Walters (D),Lethbridge Hurricanes,66,2,12,14,0.21,69,-7
310,Taylor Vickerman (LW/C),Tri-City Americans,60,6,7,13,0.22,37,-13
,,,,,,,,,
311,Aaron Irving (D),Edmonton Oil Kings,65,6,7,13,0.2,58,-8
312,Regan Nagy (RW),Victoria Royals,69,6,7,13,0.19,43,-2
313,Cavin Leth (C),Swift Current Broncos,72,6,7,13,0.18,39,-10
314,Calvin Spencer (RW),Seattle Thunderbirds,67,5,8,13,0.19,76,-5
315,Kale Clague (D),Brandon Wheat Kings,20,4,9,13,0.65,6,-1
316,Clayton Kirichenko (D),Vancouver Giants,48,4,9,13,0.27,17,-10
317,Austin Strand (D),Red Deer Rebels,54,4,9,13,0.24,44,-2
318,Kolten Olynek (C/RW),totals,56,4,9,13,0.23,10,-8
,,Moose Jaw Warriors,43,3,7,10,0.23,6,-4
,,Spokane Chiefs,13,1,2,3,0.23,4,-4
319,Mark Rassell (C),Medicine Hat Tigers,62,4,9,13,0.21,2,3
320,Tyler Morrison (D),totals,66,4,9,13,0.2,25,-16
,,Vancouver Giants,21,1,4,5,0.24,6,-7
,,Tri-City Americans,45,3,5,8,0.18,19,-9
,,,,,,,,,
321,Austin Adam (D),Moose Jaw Warriors,55,3,10,13,0.24,10,-4
322,Jeff de Wit (C),Red Deer Rebels,65,3,10,13,0.2,30,-3
323,Spenser Jensen (D),Moose Jaw Warriors,69,3,10,13,0.19,42,-8
324,Turner Ottenbreit (D),totals,70,3,10,13,0.19,37,0
,,Saskatoon Blades,2,1,0,1,0.5,7,0
,,Seattle Thunderbirds,68,2,10,12,0.18,30,0
325,Reid Gow (D),Brandon Wheat Kings,31,2,11,13,0.42,30,2
326,Cale Fleury (D),Kootenay Ice,70,1,12,13,0.19,8,-11
327,Kody McDonald (RW/C),Prince George Cougars,49,9,3,12,0.24,47,-9
328,Beck Malenstyn (LW),Calgary Hitmen,51,8,4,12,0.24,25,1
329,Vladislav Lukin (RW),Tri-City Americans,52,7,5,12,0.23,18,-12
330,Alexander True (C),Seattle Thunderbirds,38,6,6,12,0.32,14,2
,,,,,,,,,
331,Sean Montgomery (C),Prince Albert Raiders,65,6,6,12,0.18,4,-4
332,Quinn Benjafield (RW),Kamloops Blazers,53,5,7,12,0.23,44,0
333,Curtis Miske (LW),Spokane Chiefs,56,5,7,12,0.21,17,-9
334,Bryton Sayers (D),totals,58,3,9,12,0.21,30,-32
,,Lethbridge Hurricanes,38,2,8,10,0.26,23,-24
,,Victoria Royals,20,1,1,2,0.1,7,-8
335,Lucas Skrumeda (D),Everett Silvertips,65,1,11,12,0.18,27,7
336,Ryan Gardiner (D),Moose Jaw Warriors,68,1,11,12,0.18,38,-12
337,Dmitri Osipov (D),Vancouver Giants,71,1,11,12,0.17,65,-16
338,Evan Fiala (D),Spokane Chiefs,68,0,12,12,0.18,107,-7
339,Johnny Wesley (LW),totals,32,6,5,11,0.34,19,-15
,,Vancouver Giants,1,1,0,1,1,0,0
,,Lethbridge Hurricanes,31,5,5,10,0.32,19,-15
340,Layne Bensmiller (RW),Calgary Hitmen,34,6,5,11,0.32,4,4
,,,,,,,,,
341,Aaron Macklin (LW),Prince George Cougars,55,5,6,11,0.2,128,-5
342,Colby McAuley (C/W),Prince George Cougars,57,5,6,11,0.19,75,-8
343,Mackenze Stewart (D/LW),Prince Albert Raiders,66,5,6,11,0.17,114,-7
344,Brandon Ralph (LW),Edmonton Oil Kings,67,5,6,11,0.16,44,-16
345,Tyler Steenbergen (C/W),Swift Current Broncos,72,5,6,11,0.15,13,-7
346,Dakota Odgers (C/LW),totals,74,5,6,11,0.15,103,-17
,,Swift Current Broncos,25,2,1,3,0.12,37,-6
,,Vancouver Giants,49,3,5,8,0.16,66,-11
347,Devante Stephens (D),Kelowna Rockets,64,4,7,11,0.17,33,17
348,Dante Hannoun (C),Victoria Royals,47,3,8,11,0.23,8,-4
349,Colby Harmsworth (D),Calgary Hitmen,53,3,8,11,0.21,25,25
350,Logan Aasman (RW),Everett Silvertips,40,2,9,11,0.28,14,-5
,,,,,,,,,
351,Alex Overhardt (C),Portland Winterhawks,67,2,9,11,0.16,51,-12
352,Darcy Zaharichuk (LW/C),Prince Albert Raiders,69,2,9,11,0.16,28,-7
353,Ayrton Nikkel (D),totals,70,2,9,11,0.16,105,-7
,,Saskatoon Blades,3,0,0,0,0,6,-2
,,Swift Current Broncos,67,2,9,11,0.16,99,-5
354,Ryan Gagnon (D),Victoria Royals,69,1,10,11,0.16,82,1
355,Jesse Roach (RW),Vancouver Giants,58,6,4,10,0.17,10,-19
356,Nick Chyzowski (C/LW),Kamloops Blazers,66,6,4,10,0.15,25,-13
357,Austin Adamson (RW),totals,53,5,5,10,0.19,17,-15
,,Saskatoon Blades,31,3,2,5,0.16,6,-14
,,Red Deer Rebels,22,2,3,5,0.23,11,-1
358,Maxwell James (LW),Tri-City Americans,58,5,5,10,0.17,66,-8
359,Linden Penner (RW),totals,61,5,5,10,0.16,48,-4
,,Calgary Hitmen,1,0,0,0,0,0,-1
,,Moose Jaw Warriors,24,1,3,4,0.17,22,-1
,,Swift Current Broncos,36,4,2,6,0.17,26,-2
360,Patrik Maier (D),Kamloops Blazers,65,5,5,10,0.15,89,-19
,,,,,,,,,
361,Devan Fafard (D),totals,68,5,5,10,0.15,123,-17
,,Red Deer Rebels,26,2,2,4,0.15,38,2
,,Lethbridge Hurricanes,42,3,3,6,0.14,85,-19
362,Tanner LeSann (C),Swift Current Broncos,71,5,5,10,0.14,116,-19
363,Zach Fischer (RW),Medicine Hat Tigers,54,4,6,10,0.19,23,0
364,Jack Palmer (LW/C),Victoria Royals,58,4,6,10,0.17,18,-10
365,Ralph Jarratt (D),Victoria Royals,49,2,8,10,0.2,11,4
366,Marshall Donald (D),totals,54,2,8,10,0.19,71,6
,,Calgary Hitmen,32,1,7,8,0.25,42,9
,,Edmonton Oil Kings,22,1,1,2,0.09,29,-3
367,Matt Staples (D),Medicine Hat Tigers,63,2,8,10,0.16,75,6
368,Brady Reagan (D),totals,66,2,8,10,0.15,45,-10
,,Regina Pats,32,1,4,5,0.16,20,5
,,Lethbridge Hurricanes,34,1,4,5,0.15,25,-15
369,Josh Hanson (D),Portland Winterhawks,62,1,9,10,0.16,15,8
370,Blair Oneschuk (C),Spokane Chiefs,40,6,3,9,0.23,12,-2
,,,,,,,,,
371,Pavel Skumatov (RW),Lethbridge Hurricanes,51,6,3,9,0.18,14,-14
372,Vince Loschiavo (RW/C),Kootenay Ice,58,6,3,9,0.16,10,-26
373,Landon Welykholowa (C),totals,32,5,4,9,0.28,8,-7
,,Calgary Hitmen,1,0,0,0,0,0,-1
,,Saskatoon Blades,31,5,4,9,0.29,8,-6
374,Nicholas Holowko (LW),Seattle Thunderbirds,63,5,4,9,0.14,25,-4
375,River Beattie (RW),Kootenay Ice,63,5,4,9,0.14,41,-17
376,Ethan Price (RW),Portland Winterhawks,38,4,5,9,0.24,16,-6
377,Loch Morrison (D),Calgary Hitmen,52,4,5,9,0.17,51,15
378,Mason Shaw (C),Medicine Hat Tigers,23,3,6,9,0.39,13,4
379,Dawson Davidson (D),Kamloops Blazers,33,3,6,9,0.27,13,-3
380,Vladimir Bobylyov (LW/RW),Vancouver Giants,52,3,6,9,0.17,39,-2
,,,,,,,,,
381,Kolton Dixon (D),totals,60,3,6,9,0.15,76,-14
,,Red Deer Rebels,32,1,2,3,0.09,36,-3
,,Saskatoon Blades,28,2,4,6,0.21,40,-11
382,Tristen Pfeifer (D),Everett Silvertips,49,2,7,9,0.18,48,5
383,Nolan Reid (D),Saskatoon Blades,54,2,7,9,0.17,14,-15
384,Aaron Boyd (C),Prince George Cougars,52,6,2,8,0.15,6,-8
385,Devon McAndrews (LW),totals,38,5,3,8,0.21,37,-7
,,Tri-City Americans,2,0,0,0,0,0,0
,,Spokane Chiefs,36,5,3,8,0.22,37,-7
386,Brayden Brown (C),Edmonton Oil Kings,61,5,3,8,0.13,2,-4
387,Jayden Halbgewachs (LW/C),Moose Jaw Warriors,59,4,4,8,0.14,6,-19
388,Hudson Elynuik (C),Spokane Chiefs,27,2,6,8,0.3,16,-4
389,Tyson Predinchuk (RW/D),Portland Winterhawks,33,2,6,8,0.24,0,-8
390,Josh Mahura (D),Red Deer Rebels,51,2,6,8,0.16,20,-10
,,,,,,,,,
391,Tate Coughlin (RW),Kelowna Rockets,53,2,6,8,0.15,14,-4
392,Dalton Yorke (D),totals,56,1,7,8,0.14,75,5
,,Kelowna Rockets,26,0,2,2,0.08,34,2
,,Prince Albert Raiders,30,1,5,6,0.2,41,3
393,Lucas Johansen (D),Kelowna Rockets,65,1,7,8,0.12,16,20
394,Isaac Schacher (D),Saskatoon Blades,69,1,7,8,0.12,51,-18
395,Dylan Stewart (LW),Prince Albert Raiders,68,6,1,7,0.1,11,-14
396,Jake Mykitiuk (LW),Everett Silvertips,40,4,3,7,0.18,28,-5
397,Jared McAmmond (C),Regina Pats,54,4,3,7,0.13,11,-1
398,Bryan Allbee (D),Kootenay Ice,48,3,4,7,0.15,14,-3
399,Schael Higson (D),Saskatoon Blades,57,3,4,7,0.12,48,-32
400,Haydn Hopkins (C),Prince George Cougars,31,2,5,7,0.23,31,-6
