,Name,Team,GP,G,A,PTS,PTS/GM,PIMS,PLUS/MINUS
258,Samuel Dove-McFalls (C),Saint John Sea Dogs,29,5,7,12,0.41,41,-4
259,Austin Eastman (LW),Gatineau Olympiques,28,4,8,12,0.43,8,-3
260,Yannik Bertrand (LW),Cape Breton Screaming Eagles,33,4,8,12,0.36,30,3
,,,,,,,,,
261,Raphaël Bastille (C),Rimouski Océanic,49,4,8,12,0.24,16,0
262,Tobie Paquette-Bisson (D),totals,59,4,8,12,0.2,27,6
,,Baie-Comeau Drakkar,33,3,3,6,0.18,8,-11
,,Cape Breton Screaming Eagles,26,1,5,6,0.23,19,17
263,Colby Tower (C/RW),totals,59,4,8,12,0.2,33,-14
,,Cape Breton Screaming Eagles,40,4,8,12,0.3,22,3
,,Québec Remparts,19,0,0,0,0,11,-17
264,Timothé Simard (RW),Chicoutimi Saguenéens,68,4,8,12,0.18,56,-18
265,Maximilian Gläßl (D),totals,60,3,9,12,0.2,26,-11
,,Moncton Wildcats,29,2,4,6,0.21,14,13
,,Baie-Comeau Drakkar,31,1,5,6,0.19,12,-24
266,Jonathan Deschamps (D),totals,69,3,9,12,0.17,39,19
,,Cape Breton Screaming Eagles,41,2,5,7,0.17,23,13
,,Shawinigan Cataractes,28,1,4,5,0.18,16,6
267,Guillaume Beaudoin (D),Blainville-Boisbriand Armada,32,2,10,12,0.38,23,-11
268,Alexandre Landreville (C),Gatineau Olympiques,67,2,10,12,0.18,62,-5
269,Walter Flower (D),Halifax Mooseheads,53,1,11,12,0.23,21,-7
270,Zachary Lauzon (D),Rouyn-Noranda Huskies,61,1,11,12,0.2,77,28
,,,,,,,,,
271,Samuel Beck (RW),Rimouski Océanic,44,5,6,11,0.25,15,1
272,Barrett Dachyshyn (C),Halifax Mooseheads,54,5,6,11,0.2,53,-7
273,Morgan Adams-Moisan (RW),Blainville-Boisbriand Armada,58,4,7,11,0.19,107,-6
274,Shaun Miller (RW),Blainville-Boisbriand Armada,27,3,8,11,0.41,8,-7
275,Peyton Hoyt (RW),Cape Breton Screaming Eagles,40,3,8,11,0.28,18,-3
276,Louis-Philip Fortin (D),Shawinigan Cataractes,46,3,8,11,0.24,14,7
277,Miguel Picard (C),Blainville-Boisbriand Armada,63,3,8,11,0.17,14,-20
278,Antoine Girard (C),Baie-Comeau Drakkar,63,3,8,11,0.17,77,-26
279,Austin McEneny (D),Québec Remparts,48,2,9,11,0.23,18,-10
280,Matthew Klebanskyj (D),totals,49,2,9,11,0.22,38,6
,,Moncton Wildcats,39,1,7,8,0.21,27,4
,,Shawinigan Cataractes,10,1,2,3,0.3,11,2
,,,,,,,,,
281,Jake Barter (D),totals,64,2,9,11,0.17,32,0
,,Victoriaville Tigres,33,2,6,8,0.24,22,4
,,Acadie-Bathurst Titan,31,0,3,3,0.1,10,-4
282,Zachary Taylor (D),totals,59,1,10,11,0.19,26,6
,,Shawinigan Cataractes,31,0,6,6,0.19,4,11
,,Halifax Mooseheads,28,1,4,5,0.18,22,-5
283,Chad Pietroniro (D),totals,45,5,5,10,0.22,107,-7
,,Baie-Comeau Drakkar,20,3,2,5,0.25,54,-5
,,Sherbrooke Phoenix,25,2,3,5,0.2,53,-2
284,Dylan Callaghan (RW),Gatineau Olympiques,49,5,5,10,0.2,97,0
285,Jasmin Boutet (C),totals,52,4,6,10,0.19,40,-25
,,Baie-Comeau Drakkar,5,0,0,0,0,6,-6
,,Drummondville Voltigeurs,47,4,6,10,0.21,34,-19
286,Alexandre Jacob (C),Chicoutimi Saguenéens,41,3,7,10,0.24,4,3
287,Antoine Crête-Belzile (D),Blainville-Boisbriand Armada,43,3,7,10,0.23,14,-6
288,Artyom Maltsev (D),Chicoutimi Saguenéens,47,3,7,10,0.21,30,1
289,Jeffrey Durocher (C),Gatineau Olympiques,53,3,7,10,0.19,21,3
290,Guillaume Beaudry (D),totals,52,2,8,10,0.19,75,-25
,,Baie-Comeau Drakkar,27,2,4,6,0.22,41,-23
,,Charlottetown Islanders,25,0,4,4,0.16,34,-2
,,,,,,,,,
291,Jesse Sutton (C),Québec Remparts,57,2,8,10,0.18,6,-10
292,Elijah Francis (D),Acadie-Bathurst Titan,25,0,10,10,0.4,22,2
293,Matous Belohorsky (LW),Rimouski Océanic,47,5,4,9,0.19,14,-9
294,Lane Cormier (RW),Moncton Wildcats,56,5,4,9,0.16,128,-7
295,Anthony Wojcik (LW),Rouyn-Noranda Huskies,62,5,4,9,0.15,63,0
296,Justin Bernier (RW),Shawinigan Cataractes,19,4,5,9,0.47,2,-1
297,Anthony Beauchamp (RW),Baie-Comeau Drakkar,56,4,5,9,0.16,40,-16
298,Nicolas Guay (RW),Chicoutimi Saguenéens,37,3,6,9,0.24,12,-4
299,William Poirier (RW),Drummondville Voltigeurs,61,3,6,9,0.15,23,-19
300,Joey Sansoni (D),Victoriaville Tigres,61,3,6,9,0.15,59,-9
301,Jonathon Masters (D/F),Gatineau Olympiques,66,2,7,9,0.14,115,0
302,Philippe Bureau-Blais (D),Blainville-Boisbriand Armada,21,1,8,9,0.43,4,-4
303,Louis-Philippe Simard (C),Chicoutimi Saguenéens,64,1,8,9,0.14,16,-2
304,Shawn Boudrias (RW),Charlottetown Islanders,53,4,4,8,0.15,10,-12
305,Skylar Strumas (D),Sherbrooke Phoenix,60,4,4,8,0.13,56,-1
306,Charles Taillon (LW),Shawinigan Cataractes,50,3,5,8,0.16,26,0
307,Declan Smith (C),Cape Breton Screaming Eagles,54,3,5,8,0.15,30,-8
308,Nicolas Latulippe (D),Victoriaville Tigres,61,3,5,8,0.13,58,0
309,Cooper Jones (D),Halifax Mooseheads,52,2,6,8,0.15,24,-22
310,D'Artagnan Joly (RW),totals,38,1,7,8,0.21,10,-18
,,Gatineau Olympiques,3,0,0,0,0,0,0
,,Baie-Comeau Drakkar,35,1,7,8,0.23,10,-18
,,,,,,,,,
311,Pierre-Olivier Joseph (D),Charlottetown Islanders,48,1,7,8,0.17,30,2
312,Campbell Pickard (LW),totals,55,1,7,8,0.15,85,-6
,,Acadie-Bathurst Titan,35,1,6,7,0.2,39,-1
,,Moncton Wildcats,20,0,1,1,0.05,46,-5
313,Charlie Roy (D),Blainville-Boisbriand Armada,66,1,7,8,0.12,40,-11
314,Félix Girard (C/W),Drummondville Voltigeurs,19,3,4,7,0.37,20,-6
315,Jamey Lauzon (D/F),Baie-Comeau Drakkar,22,3,4,7,0.32,51,-8
316,Dawson Theede (C),totals,49,3,4,7,0.14,85,-4
,,Saint John Sea Dogs,27,1,2,3,0.11,39,-5
,,Acadie-Bathurst Titan,22,2,2,4,0.18,46,1
317,Jean-Sébastien Taillefer (D),Halifax Mooseheads,65,3,4,7,0.11,113,-21
318,Samuel Hunter (D),Blainville-Boisbriand Armada,23,2,5,7,0.3,31,1
319,Matt Green (LW),Saint John Sea Dogs,45,2,5,7,0.16,12,-8
320,Oliver Felixson (D),Saint John Sea Dogs,54,2,5,7,0.13,15,3
,,,,,,,,,
321,Justin Doucet (LW),totals,54,2,5,7,0.13,110,-29
,,Drummondville Voltigeurs,28,1,0,1,0.04,58,-15
,,Baie-Comeau Drakkar,26,1,5,6,0.23,52,-14
322,Brett Crossley (C),Halifax Mooseheads,62,2,5,7,0.11,29,-22
323,Tommy Veilleux (LW),Gatineau Olympiques,17,1,6,7,0.41,42,3
324,Benjamin Gagné (D),Drummondville Voltigeurs,51,1,6,7,0.14,32,-20
325,Yannick Turcotte (LW),Québec Remparts,66,1,6,7,0.11,91,-30
326,Keenan MacIsaac (D),Chicoutimi Saguenéens,48,0,7,7,0.15,25,-15
327,Alexandre Grisé (C),totals,32,4,2,6,0.19,10,-13
,,Val-d'Or Foreurs,2,0,0,0,0,0,-2
,,Rimouski Océanic,30,4,2,6,0.2,10,-11
328,Chris Chaddock (C),Charlottetown Islanders,35,4,2,6,0.17,2,-9
329,Jason Bell (D),totals,41,4,2,6,0.15,22,-6
,,Saint John Sea Dogs,19,1,1,2,0.11,20,-5
,,Acadie-Bathurst Titan,22,3,1,4,0.18,2,-1
330,Andrew Cordssen-David (D),Acadie-Bathurst Titan,34,3,3,6,0.18,19,2
,,,,,,,,,
331,Pierre-Olivier Demers (D),totals,37,3,3,6,0.16,41,-3
,,Rimouski Océanic,22,3,2,5,0.23,19,-1
,,Victoriaville Tigres,15,0,1,1,0.07,22,-2
332,Jack Kilgour (LW),Sherbrooke Phoenix,42,3,3,6,0.14,52,-13
333,Carl Gervais (LW),Charlottetown Islanders,55,3,3,6,0.11,15,-3
334,Kyle Ward (LW),Saint John Sea Dogs,55,3,3,6,0.11,61,-16
335,Charles-Olivier Ouimet (C),Rouyn-Noranda Huskies,32,2,4,6,0.19,2,1
336,Guillaume Archambault (C),Blainville-Boisbriand Armada,33,2,4,6,0.18,4,-6
337,Ryan Mooney (D),Moncton Wildcats,36,2,4,6,0.17,13,6
338,Yan Dion (RW),Val-d'Or Foreurs,48,2,4,6,0.13,8,3
339,Cole Reginato (F),totals,48,2,4,6,0.13,59,-5
,,Cape Breton Screaming Eagles,24,2,2,4,0.17,29,-1
,,Saint John Sea Dogs,24,0,2,2,0.08,30,-4
340,Lucas Thierus (RW),Québec Remparts,23,4,1,5,0.22,0,-4
,,,,,,,,,
341,Guillaume Bergeron-Charron (LW),Blainville-Boisbriand Armada,25,4,1,5,0.2,15,1
342,Anthony Gagnon (RW),Gatineau Olympiques,26,3,2,5,0.19,6,-3
343,Alex-Olivier Voyer (RW),Rimouski Océanic,38,3,2,5,0.13,46,-9
344,Adam Bateman (D),Saint John Sea Dogs,29,2,3,5,0.17,22,7
345,Cole Rafuse (RW),totals,54,2,3,5,0.09,10,-5
,,Val-d'Or Foreurs,29,0,2,2,0.07,4,-2
,,Acadie-Bathurst Titan,25,2,1,3,0.12,6,-3
346,Pascal Aquin (LW),Shawinigan Cataractes,35,1,4,5,0.14,27,-8
347,Alexandre Dufour (LW),totals,40,1,4,5,0.13,2,-25
,,Shawinigan Cataractes,13,0,1,1,0.08,2,-3
,,Baie-Comeau Drakkar,27,1,3,4,0.15,0,-22
348,Samuel Blier (LW),totals,41,1,4,5,0.12,28,-7
,,Chicoutimi Saguenéens,17,1,2,3,0.18,10,-11
,,Shawinigan Cataractes,24,0,2,2,0.08,18,4
349,Christian Huntley (D),Québec Remparts,47,1,4,5,0.11,16,-14
350,Morgan Nauss (D),Halifax Mooseheads,48,1,4,5,0.1,38,-16
,,,,,,,,,
351,Jason Imbeault (RW),Sherbrooke Phoenix,58,1,4,5,0.09,10,-3
352,Quinn O'Brien (C),Charlottetown Islanders,31,4,0,4,0.13,76,-8
353,Simon Chevrier (RW),Baie-Comeau Drakkar,12,2,2,4,0.33,32,-9
354,William Leblanc (C),Drummondville Voltigeurs,23,2,2,4,0.17,0,-2
355,Félix Meunier (C),Victoriaville Tigres,7,1,3,4,0.57,2,1
356,Mark Bzowey (C),Chicoutimi Saguenéens,19,1,3,4,0.21,29,-1
357,Alex McQuaid (D),Charlottetown Islanders,23,1,3,4,0.17,37,-4
358,Jacob Garon-Landry (D),Baie-Comeau Drakkar,27,1,3,4,0.15,29,-12
359,Vincent Chapleau (C),totals,29,1,3,4,0.14,0,-12
,,Rouyn-Noranda Huskies,4,1,1,2,0.5,0,1
,,Drummondville Voltigeurs,25,0,2,2,0.08,0,-13
360,Tyler Higgins (D),Val-d'Or Foreurs,39,1,3,4,0.1,20,8
,,,,,,,,,
361,Alexander Krief (D),Chicoutimi Saguenéens,41,1,3,4,0.1,14,0
362,Jérémy Groleau (D),Chicoutimi Saguenéens,42,1,3,4,0.1,8,2
363,Yan Aucoin (D),Baie-Comeau Drakkar,59,1,3,4,0.07,63,-31
364,Simon Lefebvre (RW),Victoriaville Tigres,28,0,4,4,0.14,17,-1
365,Guillaume Beck (D),Victoriaville Tigres,37,0,4,4,0.11,19,3
366,Jonathan Legault (D),Rouyn-Noranda Huskies,53,0,4,4,0.08,39,2
367,Logan Johnston (F),Sherbrooke Phoenix,59,0,4,4,0.07,4,-2
368,Ryan Chiasson (RW),Saint John Sea Dogs,12,3,0,3,0.25,4,1
369,Anthony Poulin (C),Blainville-Boisbriand Armada,14,2,1,3,0.21,2,-5
370,Johnny Foley (F),Charlottetown Islanders,14,2,1,3,0.21,4,0
,,,,,,,,,
371,Quintin Lisoway (C/LW),Acadie-Bathurst Titan,20,2,1,3,0.15,6,-4
372,Daven Castonguay (D),Blainville-Boisbriand Armada,23,2,1,3,0.13,11,-8
373,Ryan McReynolds (RW),Québec Remparts,24,2,1,3,0.13,6,-1
374,Jeremy Way-Gagnon (C),Drummondville Voltigeurs,32,2,1,3,0.09,2,-7
375,Mikael Robidoux (RW),Québec Remparts,34,2,1,3,0.09,22,-3
376,Charles Guèvremont (C),Chicoutimi Saguenéens,6,1,2,3,0.5,4,-5
377,Lee Dower (D),Cape Breton Screaming Eagles,15,1,2,3,0.2,9,11
378,Eric Theander (F),Drummondville Voltigeurs,23,1,2,3,0.13,2,-8
379,Louis Lemay (C),Chicoutimi Saguenéens,26,1,2,3,0.12,12,-5
380,Adam Cheezo (RW),Val-d'Or Foreurs,28,1,2,3,0.11,6,3
,,,,,,,,,
381,Samuel Gaumond (C),Drummondville Voltigeurs,29,1,2,3,0.1,25,-17
382,Dominik Blain-Dupuis (C),Halifax Mooseheads,34,1,2,3,0.09,41,-10
383,Francis Thibeault (D),Acadie-Bathurst Titan,49,1,2,3,0.06,12,-8
384,Simon Benoît (D),Shawinigan Cataractes,55,1,2,3,0.05,22,1
385,Nicholas Cardone (RW),Chicoutimi Saguenéens,16,0,3,3,0.19,0,2
386,Alexandre Bernier (D),Saint John Sea Dogs,27,0,3,3,0.11,9,-4
387,Matthew Thorpe (D),Blainville-Boisbriand Armada,29,0,3,3,0.1,4,-2
388,Bailey Webster (D),Saint John Sea Dogs,31,0,3,3,0.1,32,-1
389,J.C. Thivierge (D),Drummondville Voltigeurs,34,0,3,3,0.09,13,-5
390,Jonathan Duchesne (D),Charlottetown Islanders,41,0,3,3,0.07,48,-1
,,,,,,,,,
391,Marcus Tesink (D),Moncton Wildcats,51,0,3,3,0.06,12,2
392,Jonathan Filion (D),Shawinigan Cataractes,4,1,1,2,0.5,0,-2
393,Joël Caron (C/W),Cape Breton Screaming Eagles,8,1,1,2,0.25,2,-1
394,Samuel Guilbault (LW),Shawinigan Cataractes,13,1,1,2,0.15,2,-2
395,Aaron Kerr (C),Drummondville Voltigeurs,13,1,1,2,0.15,6,-4
396,Evan Scott (D),Rimouski Océanic,13,1,1,2,0.15,20,1
397,Jacob Hickey (LW),Blainville-Boisbriand Armada,15,1,1,2,0.13,2,2
398,Noah Corson (C/LW),Moncton Wildcats,23,1,1,2,0.09,10,-5
399,Danyck Calgaro (LW),Victoriaville Tigres,26,1,1,2,0.08,51,-3
400,Mikael Sabourin (D),totals,53,1,1,2,0.04,125,-15
,,Sherbrooke Phoenix,24,0,1,1,0.04,44,3
,,Baie-Comeau Drakkar,29,1,0,1,0.03,81,-18
